Domain;Action;Beta;ValidationPercent;TestdataPercent;TrainingdataPercent;NumProblems;NumusefulActions;NumuselessActions;Vars;Clauses;Body;TpTraining;TnTraining;FpTraining;FnTraining;RecallTraining;PrecisionTraining;TpTest;TnTest;FpTest;FnTest;RecallTest;PrecisionTest;TpValidation;TnValidation;FpValidation;FnValidation;RecallValidation;PrecisionValidation;Hypothesis;SecondsElapsed;Date
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;7;5;6;28;637;14;302;0.084848;0.666667;15;903;13;190;0.073171;0.535714;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(B,A,D),init_pointing(A,C,D).;0,920788;04/11/2021 15.20
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;7;5;6;180;290;361;150;0.545455;0.332717;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(B,A,D),init_calibration_target(B,C,D).;0,975956;04/11/2021 15.20
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;7;5;6;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,F,D),goal_pointing(A,E,D),goal_have_image(F,G,D),goal_have_image(E,G,D),init_calibration_target(B,C,D). | calibrate(A,B,C,D):-init_on_board(B,A,D),init_supports(B,G,D),init_supports(B,F,D),goal_have_image(E,G,D),goal_have_image(E,F,D),init_calibration_target(B,C,D).;13.498.436;04/11/2021 15.20
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;7;6;6;269;408;466;239;0.529528;0.365986;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_power_avail(A,D).;1.233.091;04/11/2021 16.20
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;7;6;6;269;557;317;239;0.529528;0.459044;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_pointing(A,E,D),init_supports(B,F,D),init_pointing(A,C,D),goal_have_image(E,F,D). | calibrate(A,B,C,D):-init_calibration_target(B,C,D),goal_have_image(G,E,D),goal_have_image(G,F,D),init_supports(B,E,D),init_power_avail(A,D),init_supports(B,F,D).;1.607.618;04/11/2021 16.20
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;7;6;6;269;557;317;239;0.529528;0.459044;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,C,D),goal_have_image(E,F,D),init_supports(B,F,D),goal_pointing(A,E,D). | calibrate(A,B,C,D):-goal_have_image(G,F,D),init_calibration_target(B,C,D),init_power_avail(A,D),init_supports(B,F,D),init_supports(B,E,D),goal_have_image(G,E,D).;11.166.332;04/11/2021 16.20
satellite;calibrate;2;0;00.02;1;193;8362;113576;7;6;6;351;585;625;312;0.529412;0.359631;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_power_avail(A,D),init_calibration_target(B,C,D).;1.202.406;04/11/2021 16.20
satellite;calibrate;2;0;00.02;1;193;8362;113576;7;6;6;351;777;433;312;0.529412;0.447704;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,G,D),init_pointing(E,C,D),goal_pointing(E,C,D),goal_have_image(G,F,D),init_supports(B,F,D). | calibrate(A,B,C,D):-init_power_avail(A,D),init_supports(B,E,D),init_calibration_target(B,C,D),goal_have_image(F,E,D),init_supports(B,G,D),goal_have_image(F,G,D).;10,437.711;04/11/2021 16.20
satellite;calibrate;2;0;00.02;1;193;8362;113576;7;6;6;351;777;433;312;0.529412;0.447704;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_pointing(E,C,D),init_pointing(E,C,D),goal_have_image(G,F,D),init_supports(B,F,D),init_pointing(A,G,D). | calibrate(A,B,C,D):-init_supports(B,G,D),goal_have_image(F,E,D),init_calibration_target(B,C,D),goal_have_image(F,G,D),init_power_avail(A,D),init_supports(B,E,D).;18.358.948;04/11/2021 16.20
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;7;6;6;98;148;165;87;0.52973;0.372624;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_power_avail(A,D),init_calibration_target(B,C,D).;1.158.606;04/11/2021 16.20
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;7;6;6;98;218;95;87;0.52973;0.507772;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_have_image(F,E,D),init_calibration_target(B,C,D),goal_pointing(A,F,D),init_supports(B,E,D). | calibrate(A,B,C,D):-goal_have_image(E,F,D),init_supports(B,G,D),goal_have_image(E,G,D),init_power_avail(A,D),init_supports(B,F,D),init_calibration_target(B,C,D).;24.036.835;04/11/2021 16.20
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;7;6;6;98;218;95;87;0.52973;0.507772;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_supports(B,E,D),goal_pointing(A,F,D),goal_have_image(F,E,D). | calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_supports(B,G,D),init_supports(B,E,D),goal_have_image(F,E,D),goal_have_image(F,G,D),init_on_board(B,A,D).;82.595.514;04/11/2021 16.20
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;7;6;6;180;290;361;150;0.545455;0.332717;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_power_avail(A,D),init_calibration_target(B,C,D).;1.095.456;04/11/2021 16.20
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;7;6;6;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(G,C,D),goal_have_image(F,E,D),goal_pointing(A,F,D),init_supports(B,E,D),goal_pointing(G,F,D). | calibrate(A,B,C,D):-init_supports(B,F,D),init_calibration_target(B,C,D),goal_have_image(G,E,D),init_on_board(B,A,D),init_supports(B,E,D),goal_have_image(G,F,D).;6.456.487;04/11/2021 16.20
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;7;6;6;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,F,D),goal_pointing(A,E,D),goal_have_image(F,G,D),goal_have_image(E,G,D),init_calibration_target(B,C,D). | calibrate(A,B,C,D):-init_on_board(B,A,D),init_supports(B,G,D),init_supports(B,F,D),goal_have_image(E,G,D),goal_have_image(E,F,D),init_calibration_target(B,C,D).;13.498.436;04/11/2021 16.20
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;5;5;269;408;466;239;0.529528;0.365986;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_on_board(B,A,D).;1.555.242;04/11/2021 16.50
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;5;5;269;557;317;239;0.529528;0.459044;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_pointing(A,E,D),init_supports(B,F,D),init_pointing(A,C,D),goal_have_image(E,F,D). | calibrate(A,B,C,D):-init_calibration_target(B,C,D),goal_have_image(G,E,D),goal_have_image(G,F,D),init_supports(B,E,D),init_power_avail(A,D),init_supports(B,F,D).;1.607.618;04/11/2021 16.50
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;5;5;269;557;317;239;0.529528;0.459044;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,C,D),goal_have_image(E,F,D),init_supports(B,F,D),goal_pointing(A,E,D). | calibrate(A,B,C,D):-goal_have_image(G,F,D),init_calibration_target(B,C,D),init_power_avail(A,D),init_supports(B,F,D),init_supports(B,E,D),goal_have_image(G,E,D).;11.166.332;04/11/2021 16.50
satellite;calibrate;2;0;00.02;1;193;8362;113576;8;5;5;350;585;625;313;0.527903;0.358974;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_on_board(B,A,D).;1.592.518;04/11/2021 16.50
satellite;calibrate;2;0;00.02;1;193;8362;113576;8;5;5;351;585;625;312;0.529412;0.359631;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_power_avail(A,D),init_calibration_target(B,C,D).;1.807.905;04/11/2021 16.50
satellite;calibrate;2;0;00.02;1;193;8362;113576;8;5;5;351;777;433;312;0.529412;0.447704;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_pointing(E,C,D),init_pointing(E,C,D),goal_have_image(G,F,D),init_supports(B,F,D),init_pointing(A,G,D). | calibrate(A,B,C,D):-init_supports(B,G,D),goal_have_image(F,E,D),init_calibration_target(B,C,D),goal_have_image(F,G,D),init_power_avail(A,D),init_supports(B,E,D).;18.358.948;04/11/2021 16.50
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;8;5;5;98;148;165;87;0.52973;0.372624;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_on_board(B,A,D).;1.461.583;04/11/2021 16.50
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;8;5;5;98;218;95;87;0.52973;0.507772;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_have_image(F,E,D),init_calibration_target(B,C,D),goal_pointing(A,F,D),init_supports(B,E,D). | calibrate(A,B,C,D):-goal_have_image(E,F,D),init_supports(B,G,D),goal_have_image(E,G,D),init_power_avail(A,D),init_supports(B,F,D),init_calibration_target(B,C,D).;24.036.835;04/11/2021 16.50
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;8;5;5;98;218;95;87;0.52973;0.507772;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_supports(B,E,D),goal_pointing(A,F,D),goal_have_image(F,E,D). | calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_supports(B,G,D),init_supports(B,E,D),goal_have_image(F,E,D),goal_have_image(F,G,D),init_on_board(B,A,D).;82.595.514;04/11/2021 16.50
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;8;5;5;180;290;361;150;0.545455;0.332717;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(B,A,D),init_calibration_target(B,C,D).;1.508.995;04/11/2021 16.50
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;8;5;5;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(G,C,D),goal_have_image(F,E,D),goal_pointing(A,F,D),init_supports(B,E,D),goal_pointing(G,F,D). | calibrate(A,B,C,D):-init_supports(B,F,D),init_calibration_target(B,C,D),goal_have_image(G,E,D),init_on_board(B,A,D),init_supports(B,E,D),goal_have_image(G,F,D).;6.456.487;04/11/2021 16.50
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;8;5;5;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,F,D),goal_pointing(A,E,D),goal_have_image(F,G,D),goal_have_image(E,G,D),init_calibration_target(B,C,D). | calibrate(A,B,C,D):-init_on_board(B,A,D),init_supports(B,G,D),init_supports(B,F,D),goal_have_image(E,G,D),goal_have_image(E,F,D),init_calibration_target(B,C,D).;13.498.436;04/11/2021 16.50
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;6;5;38;856;18;470;0.074803;0.678571;15;903;13;190;0.073171;0.535714;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(B,A,D),init_pointing(A,C,D).;1.919.108;04/11/2021 17.50
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;6;5;269;408;466;239;0.529528;0.365986;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_power_avail(A,D).;2.118.446;04/11/2021 17.50
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;6;5;269;557;317;239;0.529528;0.459044;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,C,D),goal_have_image(E,F,D),init_supports(B,F,D),goal_pointing(A,E,D). | calibrate(A,B,C,D):-goal_have_image(G,F,D),init_calibration_target(B,C,D),init_power_avail(A,D),init_supports(B,F,D),init_supports(B,E,D),goal_have_image(G,E,D).;11.166.332;04/11/2021 17.50
satellite;calibrate;2;0;00.02;1;193;8362;113576;8;6;5;49;1184;26;614;0.073906;0.653333;15;903;13;190;0.073171;0.535714;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(B,A,D),init_pointing(A,C,D).;1.941.349;04/11/2021 17.50
satellite;calibrate;2;0;00.02;1;193;8362;113576;8;6;5;351;585;625;312;0.529412;0.359631;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_power_avail(A,D).;215.178;04/11/2021 17.50
satellite;calibrate;2;0;00.02;1;193;8362;113576;8;6;5;351;777;433;312;0.529412;0.447704;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-goal_pointing(E,C,D),init_pointing(E,C,D),goal_have_image(G,F,D),init_supports(B,F,D),init_pointing(A,G,D). | calibrate(A,B,C,D):-init_supports(B,G,D),goal_have_image(F,E,D),init_calibration_target(B,C,D),goal_have_image(F,G,D),init_power_avail(A,D),init_supports(B,E,D).;18.358.948;04/11/2021 17.50
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;8;6;5;8;306;7;177;0.043243;0.533333;15;903;13;190;0.073171;0.535714;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(B,A,D),init_pointing(A,C,D).;1.812.752;04/11/2021 17.50
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;8;6;5;98;148;165;87;0.52973;0.372624;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_power_avail(A,D),init_calibration_target(B,C,D).;1.988.658;04/11/2021 17.50
satellite;calibrate;2;0;00.02;00.25;49;1761;29222;8;6;5;98;218;95;87;0.52973;0.507772;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_supports(B,E,D),goal_pointing(A,F,D),goal_have_image(F,E,D). | calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_supports(B,G,D),init_supports(B,E,D),goal_have_image(F,E,D),goal_have_image(F,G,D),init_on_board(B,A,D).;82.595.514;04/11/2021 17.50
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;8;6;5;28;637;14;302;0.084848;0.666667;15;903;13;190;0.073171;0.535714;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,C,D),init_on_board(B,A,D).;189.612;04/11/2021 17.50
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;8;6;5;180;290;361;150;0.545455;0.332717;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_power_avail(A,D).;2.088.045;04/11/2021 17.50
satellite;calibrate;2;0;00.02;00.05;97;4011;57025;8;6;5;180;413;238;150;0.545455;0.430622;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,F,D),goal_pointing(A,E,D),goal_have_image(F,G,D),goal_have_image(E,G,D),init_calibration_target(B,C,D). | calibrate(A,B,C,D):-init_on_board(B,A,D),init_supports(B,G,D),init_supports(B,F,D),goal_have_image(E,G,D),goal_have_image(E,F,D),init_calibration_target(B,C,D).;13.498.436;04/11/2021 17.50
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;7;5;269;408;466;239;0.529528;0.365986;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_on_board(B,A,D),init_calibration_target(B,C,D).;2.328.535;04/11/2021 18.50
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;7;5;269;408;466;239;0.529528;0.365986;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_power_avail(A,D).;2.118.446;04/11/2021 18.50
satellite;calibrate;2;0;00.02;0,052083333;145;6352;84993;8;7;5;269;557;317;239;0.529528;0.459044;98;489;427;107;0.478049;0.186667;0;0;0;0;0;0;calibrate(A,B,C,D):-init_pointing(A,C,D),goal_have_image(E,F,D),init_supports(B,F,D),goal_pointing(A,E,D). | calibrate(A,B,C,D):-goal_have_image(G,F,D),init_calibration_target(B,C,D),init_power_avail(A,D),init_supports(B,F,D),init_supports(B,E,D),goal_have_image(G,E,D).;11.166.332;04/11/2021 18.50
satellite;calibrate;2;0;00.02;1;193;8362;113576;8;7;5;350;585;625;313;0.527903;0.358974;98;444;472;107;0.478049;0.17193;0;0;0;0;0;0;calibrate(A,B,C,D):-init_calibration_target(B,C,D),init_on_board(B,A,D).;2.309.157;04/11/2021 18.50
